simplified	pinyin	pos	classifier	definition	new_hsk	sentence_1	translation_1	sentence_2	translation_2	sentence_3	translation_3
招收	zhāo shōu	verb		to recruit	L6	公司正在招收新员工。	The company is recruiting new employees.	军队招收了一批年轻人。	The military recruited a group of young people.	工厂招收有经验的工人。	The factory is recruiting experienced workers.
招手	zhāo shǒu	verb		to wave (with the hand)	L6	她向我招手，让我过去。	She waved at me, beckoning me to come over.	他在车站招手打车。	He waved his hand to hail a taxi at the station.	孩子向妈妈招手再见。	The child waved goodbye to mom.
照明	zhào míng	noun, verb		to illuminate	L6	路灯用来照明街道。	Street lamps are used to illuminate the road.	这盏灯能照明整个房间。	This lamp can illuminate the entire room.	舞台灯光照明了演员。	The stage lights illuminated the performers.
折	zhé	verb, classifier		discount	L6	这件衣服打八折，很划算。	This garment is at an 80% discount; it's a good deal.	今天所有商品都打折。	All goods are discounted today.	打九折后还是很贵。	Even at a 10% discount it's still quite expensive.
折	shé	verb, classifier		to break	L6	风太大，树枝被折断了。	The wind was so strong that the branch was broken.	他一用力就把棍子折断了。	He broke the stick with one forceful move.	这根骨头折了，很痛。	This bone is broken; it hurts a lot.
折	zhé	verb, classifier		to convert to (a foreign currency, different units, etc.)	L6	这笔钱折合多少美元？	How many US dollars does this amount convert to?	人民币折合成欧元是多少？	How much does RMB convert to in euros?	一公里折合多少英里？	How many miles does one kilometer convert to?
折	zhé	verb, classifier		to fold	L6	她把纸折成了一只小鸟。	She folded the paper into a little bird.	请把这封信折好放进信封。	Please fold this letter and put it in the envelope.	他把衣服折好放进箱子里。	He folded the clothes and put them in the suitcase.
折	zhé	verb, classifier		to snap	L6	他用手把铁丝折断了。	He snapped the wire with his hands.	筷子太脆，一折就断。	The chopsticks were too brittle; they snapped right away.	细树枝很容易被折断。	Thin branches are easily snapped.
折	zhé	verb, classifier		to turn over	L6	他把纸折了过来。	He turned the paper over.	把衣领折过来就好看了。	Turn the collar over and it will look nice.	请把这页纸折过去。	Please turn this page over.
针	zhēn	noun, classifier	根, 支	needle	L6	裁缝用针线缝好了衣服。	The tailor sewed the clothes together with a needle and thread.	她手里拿着一根针。	She held a needle in her hand.	这根针很细，要小心。	This needle is very thin; be careful.
针	zhēn	noun, classifier	根, 支	pin	L6	他用一根针把地图固定在墙上。	He fixed the map to the wall with a pin.	别踩到地上的针。	Don't step on the pin on the floor.	这支针太短，用不了。	This pin is too short to use.
针	zhēn	noun, classifier	根, 支	stitch	L6	医生缝了三针才止血。	The doctor put in three stitches to stop the bleeding.	伤口需要缝几针。	The wound needs a few stitches.	她织毛衣每行织二十针。	She knits twenty stitches per row when making a sweater.
珍珠	zhēn zhū	noun	颗	pearl	L6	这条项链上有一颗珍珠。	There is one pearl on this necklace.	珍珠是蚌产生的宝石。	Pearls are gems produced by oysters.	她戴着一颗大珍珠的耳环。	She wore earrings with large pearls.
真相	zhēn xiàng	noun		the actual facts	L6	警察查清了事件的真相。	The police investigated and uncovered the actual facts of the incident.	人们都想知道真相是什么。	Everyone wants to know what the actual facts are.	他终于说出了真相。	He finally revealed the actual facts.
真相	zhēn xiàng	noun		the truth about something	L6	记者调查后公布了真相。	The journalist published the truth after investigating.	我们必须面对真相。	We must face the truth about this.	她一直在寻找真相。	She has been searching for the truth all along.
枕头	zhěn tou	noun		pillow	L6	睡前记得换枕头套。	Remember to change the pillowcase before sleeping.	他把枕头压低了一些。	He lowered the pillow a bit.	这个枕头太硬，不舒服。	This pillow is too hard and uncomfortable.
阵雨	zhènyǔ	noun	场	shower; brief rain	L6	今天下午会有一场阵雨。	There will be a rain shower this afternoon.	这场阵雨来得快，去得也快。	This shower came quickly and passed quickly.	出门前看了天气预报，有阵雨。	I checked the weather forecast before going out — there would be showers.
镇	zhèn	noun		to chill	L6	把啤酒镇在冰水里。	Chill the beer in ice water.	这瓶酒已经镇好了，可以喝了。	This bottle of wine has been chilled; it's ready to drink.	天热，先把水镇凉。	It's hot; chill the water first.
镇	zhèn	noun		to cool	L6	把西瓜放进冰箱镇一下。	Put the watermelon in the fridge to cool it.	他把饮料镇了一会儿再喝。	He cooled the drink for a while before drinking it.	夏天要把水果镇凉再吃。	In summer, cool the fruit before eating it.
镇	zhèn	noun		town	L6	他在一个小镇长大。	He grew up in a small town.	这个镇有一千多户人家。	This town has over a thousand households.	我们经过了一个宁静的小镇。	We passed through a quiet little town.
争吵	zhēng chǎo	verb, verbal noun		to quarrel	L6	他们为了小事争吵了起来。	They started to quarrel over a small matter.	两人经常争吵，关系不好。	The two often quarrel; their relationship is poor.	请不要在公共场合争吵。	Please don't quarrel in public.
争夺	zhēng duó	verb, verbal noun		to fight over	L6	两个孩子争夺同一个玩具。	Two children fought over the same toy.	各方都在争夺这块土地。	All sides are fighting over this piece of land.	球队争夺冠军资格。	The teams are fighting over the championship spot.
争夺	zhēng duó	verb, verbal noun		to vie over	L6	两家公司争夺同一个市场。	Two companies are vying over the same market.	选手们争夺最后一个名额。	The competitors are vying over the last spot.	他们争夺第一名的位置。	They are vying over the top position.
争论	zhēng lùn	verb, verbal noun	次, 场	to debate	L6	他们就这个问题争论了很久。	They debated this issue for a long time.	这场争论毫无结果。	This debate was completely fruitless.	双方进行了一次激烈的争论。	Both sides held a fierce debate.
争议	zhēng yì	verbal noun, verb		controversy	L6	这项决定引起了很大的争议。	This decision caused great controversy.	这个话题充满争议。	This topic is full of controversy.	他的行为引发了社会争议。	His actions sparked public controversy.
征求	zhēng qiú	verb		to solicit	L6	他主动征求大家的意见。	He proactively solicited everyone's opinions.	公司向员工征求建议。	The company solicited suggestions from employees.	领导征求了各方的看法。	The leader solicited views from all sides.
睁	zhēng	verb		to open (one's eyes)	L6	他睁开眼睛，看了看窗外。	He opened his eyes and looked out the window.	请睁开眼睛，不要闭着。	Please open your eyes; don't keep them closed.	孩子慢慢睁开了眼睛。	The child slowly opened their eyes.
正规	zhèng guī	adjective		standard	L6	这是一家正规的医疗机构。	This is a standard medical institution.	请通过正规渠道购买药品。	Please purchase medicine through standard channels.	正规培训对工作很重要。	Standard training is very important for work.
正面	zhèng miàn	adverb, noun, non-predicate adjective, directional word		directly	L6	他正面回应了媒体的提问。	He directly responded to the media's questions.	她没有正面回答这个问题。	She did not directly answer the question.	两人正面发生了冲突。	The two clashed directly.
正面	zhèng miàn	adverb, noun, non-predicate adjective, directional word		front	L6	楼的正面有一扇大门。	There is a large gate on the front of the building.	请从建筑正面进入。	Please enter from the front of the building.	照片的正面印有名字。	The front of the photo has a name printed on it.
正义	zhèng yì	noun		justice	L6	他一生追求公平与正义。	He pursued fairness and justice his whole life.	法律是维护正义的工具。	The law is a tool for upholding justice.	他相信正义终将胜利。	He believes justice will ultimately prevail.
